0.54292,0.69988,0.0043377,0.039974,0.45643,0.23812,-0.22217,0.43448,-0.66028,-0.15754,-0.021457,0.47383,1.1473,-0.18579,-0.23583,0.436,0.17543,-0.83419,-0.41487,-0.73484,0.04741,0.4641,-0.2515,-0.37955,-0.062194
0.32394,0.32394,-0.054588,-0.054588,-0.083855,-0.10237,0.27967,0.067286,0.35374,0.33018,-0.13709,-0.29181,-0.23261,0.24614,0.22694,-0.12721,0.10865,-0.0037853,0.38917,-0.13444,-0.11151,0.091715,0.027221,-0.26825,-0.16649
1.0359,0.047242,0.19066,0.090066,0.019814,-0.11586,-0.32845,0.17962,-0.10821,0.25439,0.2398,0.18744,0.046584,0.16819,-0.40038,-0.0070249,-0.36667,0.061574,-0.35003,0.11968,-0.084086,0.064072,0.038059,0.16998,-0.15237
0.62937,0.54084,0.88726,-0.099716,-0.56759,-0.18579,1.1981,0.32615,-0.61748,0.16599,0.25295,0.43209,-0.26001,-0.97106,-0.11052,0.40312,0.3278,-0.15336,-0.17996,-0.20404,-0.35833,0.17816,-0.73971,0.61069,-0.50494
0.24781,0.18448,0.13541,0.13542,0.16909,0.072126,0.13116,0.022333,-0.070115,-0.055793,-0.0039074,-0.01416,-0.012748,0.10756,0.018106,-0.0012482,-0.014955,-0.052499,0.037115,0.1206,-0.065561,-0.067127,0.020071,-0.04436,0.001192
0.15762,1.0846,0.9412,-0.27049,0.30458,-0.016467,0.021246,0.34101,0.17032,-0.114,-0.17025,0.2991,-0.30499,-0.22503,-0.61066,-0.031212,-0.54534,0.15728,0.053324,0.14708,-0.1054,-0.32127,0.01955,0.019551,-0.0013945
0.62849,0.9377,-0.47364,-0.25329,-0.33193,-0.058279,-0.27982,0.48004,0.26294,0.69561,0.23643,-0.13002,-0.45751,0.18951,-0.77087,0.1849,-0.40315,0.29882,0.33433,0.2505,-0.10914,0.12598,0.035451,-0.25696,-0.13611
0.75403,0.51123,-0.98137,-0.0016872,0.021066,0.45901,0.68453,0.8226,-0.070863,1.1384,0.097497,0.68198,0.023423,0.88746,0.78686,-0.73859,-0.17046,-1.3362,0.087033,-1.3805,-0.30772,-1.3886,-0.2182,0.4161,0.22302
1.2032,0.036721,0.00091413,0.010669,0.26931,0.33698,-0.25254,-0.11707,0.31307,0.54264,-0.28458,-0.36069,-0.32859,-0.20275,-0.1536,0.23847,0.0046327,-0.80461,-0.22741,0.17009,0.70954,-0.11986,-0.036126,-0.065705,0.11725
0.58374,-0.056452,0.33476,0.026189,0.11075,0.041667,0.28934,0.22417,-0.43004,0.16349,0.070179,-0.055383,0.15612,0.12113,-0.36998,0.36039,0.14749,-0.37902,0.076759,-0.17684,-0.039054,0.16317,-0.40834,0.040906,0.0048604
0.15708,0.19605,0.42952,0.34345,0.34224,-0.21537,-0.065818,0.082581,-0.23189,0.13554,0.16908,0.15464,-0.13794,-0.20227,0.15599,0.36771,-0.060667,0.10117,-0.032742,0.041302,0.058661,-0.060933,-0.79058,0.034855,0.028318
0.68894,0.087474,-0.00016696,0.042278,0.30809,-0.10442,0.095,-0.13886,-0.017379,0.15027,-0.04902,-0.0050742,0.03877,-0.16319,0.10903,0.099027,0.13922,0.0182,-0.060251,-0.060967,-0.070557,0.00027577,-0.032209,0.003208,-0.077693
0.77543,0.77653,-0.33541,-0.031829,0.38035,-0.0020282,-0.0082683,-0.27845,-0.067333,0.078413,-0.34212,-0.089297,-0.12223,-0.053267,0.51237,-0.19143,-0.011387,0.3228,-0.17723,0.17691,-0.50741,0.28031,0.3108,-0.16749,-0.22875
0.55191,0.1801,0.14742,-0.1386,0.13036,-0.28057,0.12778,-0.31189,-0.14945,0.086608,0.33921,0.0019912,0.098771,0.51114,0.069207,-0.23412,0.01211,0.040158,0.20637,-0.054356,-0.14677,0.25915,-0.34937,-0.36815,0.271
0.312,-0.029564,-0.28117,0.27646,0.33831,-0.74204,0.12965,0.041861,0.27652,0.48196,0.3045,0.24788,-0.32917,-0.19532,-0.28799,-0.090077,0.48884,0.28638,0.086121,-0.13769,0.58772,-0.53707,-0.36633,0.31687,-0.17864
0.384,0.55596,0.36513,0.37782,0.18398,-0.10272,0.647,-0.0069262,0.013297,0.12964,-0.32365,-0.094696,-0.25855,-0.39838,0.21154,-0.6104,-0.15513,-0.077705,0.10441,0.033047,0.14084,-0.11735,-0.16632,-0.072813,0.23795
-0.19525,0.37006,-0.00051242,-0.19761,0.20033,0.8281,0.49251,1.0273,0.030956,-0.38456,0.55193,0.11107,-0.06864,0.43198,-0.65235,0.00014294,-0.16066,-0.46623,-0.51368,-0.14878,0.39071,-0.14813,-0.40687,0.86505,-0.95686
0.35269,-0.025454,0.31109,-0.0038376,0.3372,-0.025818,0.024493,-0.05673,-0.068221,0.21538,0.0081041,0.25675,-0.16819,0.18835,-0.17861,-0.39765,0.27587,-0.030962,0.082572,-0.21502,-0.3335,0.1957,-0.047624,-0.10341,0.40682
0.35099,-0.25181,0.92686,-0.45376,0.098412,0.57,0.33314,-0.3044,-0.54312,-0.31276,0.24308,-0.38993,0.54295,0.10091,-0.22611,0.20663,-0.24528,-0.42591,0.16216,-0.046715,-0.36153,-0.33461,1.1801,0.5175,-0.33681
0.34253,0.35885,0.14807,0.24711,0.0014582,0.032315,0.63148,0.25832,0.36229,-0.45403,0.43826,-0.15141,-0.20887,-0.17889,-0.11095,-0.20692,0.11425,-0.090467,-0.14958,-0.22804,-0.44914,0.037716,0.25178,0.02374,-0.019868
0.35125,0.29457,0.14885,0.10557,0.37033,0.38432,0.14442,-0.077318,-0.24643,-0.32653,-0.35274,0.20976,-0.053538,0.13508,-0.22238,0.54299,-0.59054,-0.51974,-0.029005,-0.065261,0.42168,-0.25081,-0.0098214,0.17415,0.46114
