3.30446744,4.03189564,2.62690592,1.55095363,1.51620722,0.52354914,1.04105556,4.93250084,2.25173092,2.79404593,1.54639173,4.57050705,3.53855085,5.20836306,3.11431241,1.7450906
3.50448203,4.27704859,5.1504035,1.57644153,4.69192743,0.96006161,1.11181569,2.56621552,4.7995224,1.1568799,2.59393382,1.23239231,1.4746387,3.1771245,2.54272413,1.7293911
4.38072205,0.66581023,2.75136256,0.1880933,4.05913925,0.98431873,3.79500055,3.59891868,3.80759788,1.34630001,1.14448762,2.98269939,5.63268948,1.23670125,1.58239305,1.5138762
3.38994932,1.68266749,4.42088556,4.59680367,4.2730937,4.22538328,4.54280996,1.96862197,2.77232146,2.75805044,4.29326153,3.69799852,4.74793768,5.18194294,3.1841588,1.47131538
3.57693982,3.64339733,5.18407774,1.56507039,4.39661932,0.94999045,1.25529468,2.56767607,4.55140209,1.17250371,2.23247576,1.33901596,1.65249443,3.31997323,2.92048836,1.50708115
3.2857337,1.49952936,5.11322069,1.44797122,5.36120749,0.72574043,1.04341388,2.61162996,3.87849498,1.87879133,1.60074043,1.08582759,1.89922953,4.18881226,4.4679327,1.76954913
1.56138778,3.57296133,2.84313965,3.45440149,1.95887089,1.31724215,3.26778746,1.3115133,3.25643778,3.05097675,1.57996786,1.477548,2.15822744,2.67535067,1.10845959,2.49359465
2.50593376,2.86857939,1.7355032,2.49241638,1.93419528,5.08310747,4.851336,0.90404642,2.67665672,3.18434238,1.29893494,2.62914634,3.63320923,3.64434481,2.10213137,2.29348946
4.27313614,0.76876765,4.24408484,2.69065785,3.99207735,0.67176175,2.78460693,1.75943696,3.92492604,1.45715117,0.81335998,1.98304653,1.19106054,3.84488869,4.91594267,1.67622232
2.63820934,4.79370642,2.93785381,3.68362617,1.51244485,2.01510191,0.73146099,3.70349026,0.53934973,3.81993008,2.99882889,3.02001429,2.16355467,4.57357931,0.62531036,1.21168804
3.85847163,2.25771856,2.12249684,4.82647657,1.40969992,0.56452751,2.34462142,2.88371944,1.92813754,2.40859842,1.23483062,4.60057354,2.84863329,0.89736867,4.2963028,1.51574516
1.48889637,3.0316534,4.25136805,4.35681629,2.08116388,1.87280464,2.89005756,2.5537281,2.55123496,2.73411083,3.85429072,1.08669055,3.37909365,5.38967705,1.08812535,2.22716188
1.65632284,3.21554279,2.9452939,3.37735176,2.24503708,6.00755596,4.36946297,2.87163663,4.05006218,3.56469536,1.99118495,0.94391489,2.89642334,2.20888615,3.8743577,2.20869064
3.76746821,3.01875067,4.59965038,4.16073275,3.84024167,3.45734739,3.95082951,3.63514709,4.03088236,2.9239018,3.70678067,2.58797169,5.34592533,2.55991507,3.39780617,1.10315585
2.79480219,3.48737574,2.49191952,3.59957361,2.69190025,3.07379198,4.40956306,4.32811069,4.30322838,3.16219997,4.2031846,2.15390921,4.22877932,2.34409451,3.79243183,1.38632023
3.7384522,3.48758888,4.06954718,3.69716954,3.96132827,3.77810764,3.70830297,3.68850398,4.32835865,4.06793785,4.65435362,3.16923523,4.84057331,2.64620781,3.91062927,1.00833952
1.85478187,3.92999792,2.0646255,4.24489689,1.57220578,3.64156294,4.36576891,0.78873312,2.61858726,3.82703781,3.63702655,1.11631203,1.94188607,2.5313096,2.71385431,1.91229177
1.78026378,4.3045516,1.51384962,4.30415678,1.73663664,3.78716755,3.74907064,1.04205227,4.31514549,3.7269733,4.08203173,0.58533502,1.10180402,3.21934938,4.03571033,1.49809563
0.70969856,4.14312744,3.03830504,1.69824028,2.48762155,5.22095346,4.38232994,4.05694151,2.34774828,3.98639178,1.03986454,1.32442093,4.18970871,5.148983,1.56568432,1.9136703
1.95855236,2.10252953,1.20219147,2.45949411,2.34247231,2.83712292,4.73392487,0.67400575,4.81798935,4.55423212,4.34370041,1.80687594,1.20800781,1.3420285,3.19165468,1.26952195
1.51203203,1.71456981,1.21167707,2.76736522,1.96089482,3.16182184,2.2082963,1.94498682,3.74796009,2.15280056,1.49276447,1.1689924,4.05539274,4.93115664,3.36155796,2.51972008
1.7862041,4.71983624,2.18361163,4.41991711,2.24754119,4.5408721,3.66806889,1.45901954,5.05642033,3.7799964,3.44212222,0.57409024,1.04167354,3.50982594,4.38268995,1.20124316
2.92000604,2.82250404,3.04276133,2.76064849,1.918993,2.30173755,3.14195299,4.10889435,3.29915309,2.66281724,1.51694989,2.25846529,4.72942829,3.90277028,4.48275661,2.31966877
1.55925333,3.47230768,4.74117708,3.70933437,2.5363605,1.67545998,1.51450109,2.55706668,1.09448981,3.66542268,2.64672613,1.05834413,2.4296205,4.55725431,4.24289989,2.42154646
2.58073306,1.48961306,4.41685247,4.48418236,5.80612564,0.95949733,2.09463835,1.07597828,3.1796639,1.74039948,2.72665429,1.43604565,1.80395699,4.73396158,4.17609453,1.47505879
3.17994142,3.26666927,4.82937765,4.0223155,5.00829744,1.28082669,1.99665749,1.03881812,2.57549524,1.78444004,3.65943217,1.15466571,1.87947345,4.55171204,4.81335354,1.4066112
4.86659718,0.75258344,2.46923447,0.3852331,3.99394703,0.94607341,3.90654945,3.18989229,3.93814826,1.47954154,1.17157364,3.33684516,5.45876169,1.33307362,1.4902488,1.23849225
3.89907622,2.64080858,2.13585901,1.16349483,1.18921137,0.87120163,1.04720736,3.70359015,1.0830493,2.51820111,1.33273673,3.86236215,3.8669734,3.66493845,1.99347544,1.84173727
2.59991741,1.04803574,4.37879324,3.6322453,4.28895903,1.59995329,2.39212179,1.18762016,5.08467293,0.77549672,3.44063926,0.88831282,0.6890378,4.43975878,4.44394827,1.27888763
2.16786957,3.51667643,1.63305044,2.90621877,1.45895576,1.35891569,2.15612316,4.46989346,2.7116189,3.23143721,2.82218671,3.27408409,3.85730886,1.71561909,1.20594561,2.5023365
3.06916547,2.16037273,1.63595176,1.57700253,0.94748503,1.07507455,1.74082863,4.55442047,1.34651804,2.13547492,1.47977901,4.3175993,4.48184156,1.0062654,1.13414836,1.56830215
3.08751392,2.86408281,3.06004643,2.98612761,3.29166007,0.97683156,3.24686956,2.93427539,1.99105775,2.64916182,2.33617616,2.9757278,4.41669559,2.48627162,2.23771286,1.98090315
2.80548072,3.77200556,2.67112231,3.83043766,2.39801764,5.80509758,4.23282957,2.58160639,3.65788937,3.74880242,2.38459063,0.9216609,2.7902317,2.90755701,3.95841217,1.80852485
1.51278162,1.9469595,1.85851336,4.04603529,1.99422622,3.33794355,3.9104352,1.07730651,2.7558105,3.51310778,2.40966129,0.79176915,2.06976652,2.51955652,2.85499144,2.37709618
0.82123286,4.59806061,1.86709023,4.85910606,1.61570764,4.40620613,3.68784618,1.33182263,5.08508778,2.93260646,3.2654326,0.54590172,1.03478718,3.73868322,4.32966423,1.6516794
3.99181581,2.98223019,1.05932486,1.21859574,3.07020712,2.97114229,1.2032361,1.89389443,2.18167686,2.0867908,4.52195406,2.31353045,3.34596348,4.12598133,1.06657767,1.69386029
1.36493194,4.58259106,3.07624912,5.4235549,2.0280149,5.18282986,4.06665993,1.23333216,4.6318965,2.45156741,2.47903132,0.53803951,1.99971926,4.39685822,4.64940119,1.68142605
4.01849604,4.54356956,2.43380404,3.73619533,2.32791591,0.62280339,1.07420635,3.73093414,1.8518914,3.19637418,2.70960522,2.30688143,1.26793933,2.82167768,3.8917942,1.89821792
3.89325595,2.28221607,4.57961893,1.48142862,1.30958819,0.64310241,4.26987123,2.23996472,3.16530037,3.78732586,0.89477593,2.06088758,1.32308102,1.07305765,4.58810997,1.49947715
3.77994108,3.8429637,3.80633783,3.33114815,1.23654532,4.39931965,0.78698921,5.01772118,0.64858007,3.05997539,3.18271255,4.45952463,2.52126217,3.43198442,0.65861756,2.02182603
2.58136034,4.88902903,1.41838288,3.66020465,1.22316003,2.05718946,0.92991149,4.55643749,0.55713975,4.42893124,3.67393565,5.50000668,3.86478567,3.6602447,0.80834985,1.07238245
3.29999256,1.74970293,3.28244114,2.17087269,3.25701284,2.27764583,3.229424,2.17010403,2.88338923,3.03190207,2.28985357,1.72406626,4.20289469,2.43701363,4.35448408,2.45503426
3.68449378,0.95770043,3.77777863,1.66575575,5.53743839,4.54750299,2.76845121,1.02556908,2.25253701,3.22116733,1.13063824,2.08032632,5.23154879,3.79392099,4.50364447,2.28388524
4.49732685,2.84791136,2.14093447,2.12363243,1.84806275,2.01654243,2.0055418,3.38365746,1.84641564,3.25743961,2.22971988,4.16957188,4.94037724,4.19930077,2.33584309,2.29771662
0.931674,3.05713749,2.53297448,1.88769555,4.43014193,2.07721472,1.10535121,0.96996868,2.58016086,3.41199088,0.70527953,2.55596256,5.3069458,3.14982963,0.85642719,1.12572908
4.0625577,4.61468315,4.65340471,0.9815619,5.67691612,2.62669039,0.79625952,2.93104172,2.24223375,1.5216291,4.31103134,3.65129399,1.50394475,2.33416128,1.17670524,1.38887441
3.19008017,2.08626175,4.37626791,1.31844425,2.08141804,0.64567053,4.41704655,2.41415644,4.97079563,3.7903409,0.87499112,1.82620335,1.20297527,1.04177594,4.79131413,1.62919402
3.2115128,4.71039915,1.8762219,4.53559113,2.03995085,2.15001822,0.83029902,4.6814642,0.58122808,4.48809195,4.20002031,5.2512722,2.39694262,1.32153344,1.2130816,1.22270632
2.66465044,2.7332406,2.08333659,3.88452339,1.63257027,1.67445755,2.79455233,2.58362174,2.1773262,3.30978322,3.49503374,1.77662671,3.82310534,3.94558167,0.95172262,2.21124029
3.94148111,1.2841897,4.97833633,5.05764627,4.63033485,0.75685,1.63628697,0.82076883,3.28654456,3.22058105,1.21981192,3.67651415,1.72499931,4.01745892,4.78784132,1.63764906
3.79005241,2.54615593,2.33651781,4.27694511,3.27745056,3.99544954,0.83707625,4.50407171,0.53473842,4.25758457,4.67277479,3.79287028,1.17829525,1.25951922,1.82972455,1.57715249
4.55490541,1.28141463,4.30651999,2.66933131,3.18215799,0.56570435,2.45044041,2.10181665,3.00334573,1.90720534,1.61965394,2.74331069,2.26796722,3.76543713,4.88639688,1.8084321
3.06825423,3.15210342,1.24562919,4.79679585,0.81280077,2.61368036,2.55154657,3.26158524,0.86354995,1.62399781,3.44670057,5.62798738,3.93230677,1.46862054,0.6787082,1.96151423
4.80296993,2.12002563,1.83452868,1.35064256,2.07856393,1.88063073,1.69038618,4.04058552,2.22535753,1.41859984,1.47210026,2.4955647,3.71552896,3.90235853,2.76597857,2.41919756
2.82215881,1.16263497,1.24251485,1.39032876,1.60490131,1.5901438,2.11015892,4.32431793,2.15012431,1.7574805,1.10090315,1.7215085,3.75034142,1.05718398,1.18820548,2.16267014
3.46663904,1.34414732,4.87574387,4.52401447,3.94920635,0.72716033,1.18730879,0.75892484,2.53025866,4.2061801,0.66008109,4.4493494,2.252738,1.21325195,4.70792675,1.23434579
3.61257887,1.9010551,2.00566483,1.25875556,2.42025042,1.57045794,2.79733801,4.02227831,2.64838767,1.12094522,1.19401836,1.39669442,2.57083321,4.19186735,4.15153408,2.23529148
4.75219154,4.75251007,1.52516365,3.04028654,2.25651979,1.84493864,2.01157069,2.07789731,3.17116237,3.28420472,3.29012179,2.96800017,1.3262713,4.89652443,1.36025405,2.4395318
2.42305589,1.60720396,1.99412012,4.04671621,4.18638515,4.10661316,0.94028842,4.34082556,0.62785345,3.86801553,4.49591827,3.72870564,2.50405288,1.40660775,2.78650427,2.46681452
4.54868698,3.10599136,1.55020773,1.38176298,2.47580719,1.43710411,2.01375055,3.70719862,2.94138479,1.77125382,1.80603838,2.18606639,2.62509012,4.3611002,2.90779781,2.41056323
1.19959617,1.60981679,2.68553758,2.69813895,2.8733933,4.98956013,2.21799445,3.62961483,4.09572029,1.80359507,0.4206239,1.29388547,3.45991707,0.74089646,4.58953333,1.52525377
1.65191245,2.29046917,4.09571934,2.42900372,4.85406637,4.08672857,4.43379307,1.56502378,3.36157513,4.36809874,3.26242876,1.55772614,3.51634884,5.53228664,1.39244545,2.19456482
2.38511658,4.51106167,3.34273267,4.30873346,1.50346422,2.67101526,1.68052351,4.44935799,1.49498141,3.65045476,3.33254457,1.06272614,2.23450232,4.46194363,4.12242317,2.47657108
3.48396397,0.99962091,3.96223354,1.02246654,2.21290517,2.43893862,1.77411997,4.35307407,4.68579292,0.64314777,0.37606385,3.04538679,5.42390919,1.05685949,4.62602949,1.76353931
3.35568357,4.80016661,2.23289537,4.12649632,2.3108449,2.68038034,2.82468081,3.3442328,3.9271965,4.42371702,3.58680081,4.97481871,4.74423313,4.51047134,1.42599761,1.4756062
1.77950501,3.66297531,2.50265884,4.95433474,2.75834155,2.8519702,2.82249832,2.14680457,2.76015973,3.71673799,4.83419657,1.91603136,3.85191727,3.6325748,2.14434576,1.2588737
3.83059359,1.04145992,4.99954033,1.53233826,2.98111486,1.51981163,1.67132318,4.33086681,1.75577772,1.78295588,1.47798753,3.73639584,4.66369009,1.39310932,2.21277976,2.00276351
1.89600945,0.70587182,3.36350584,1.80721688,3.09652305,1.89691794,3.05090618,1.74334979,4.4245491,1.10004735,2.10419679,0.73774093,2.48494673,1.29267013,2.78258753,2.50452805
1.33553243,2.71145535,2.86248827,2.61315179,2.26896214,2.94650745,3.87108421,2.25677443,3.48491645,2.99978113,2.38008213,2.75406814,5.38180017,4.50291252,1.86460829,2.3446207
3.99881196,1.37344587,4.23627186,2.08177042,3.69320965,1.20071769,2.00730395,3.39281344,2.03158808,1.30444455,1.86399102,4.25293636,1.85696185,3.05139637,4.04270697,2.5270853
2.50260067,3.06093836,3.221524,2.7204442,2.51881337,2.88722134,3.60353518,3.56836438,2.77523947,2.94189548,2.49741387,3.69612241,5.54192352,4.72300625,3.4209795,2.52884436
3.52550006,4.57605743,1.95236611,0.59008145,2.22957921,1.68426538,1.92488611,2.73076439,2.98793936,3.00652814,1.77838659,4.38262653,3.61261368,4.21041155,0.88890839,2.43165588
4.08999252,4.34311914,1.86965322,2.13719249,2.32781696,4.82368612,4.795928,3.76918483,4.16448021,2.701895,2.58697557,4.53169298,2.47470522,2.19121146,4.68558311,1.55735445
0.99151778,4.75592804,2.21202636,3.99818158,2.07289338,6.01203203,4.82667923,2.13391137,4.13576698,3.7930851,2.47745728,0.76679891,2.84475565,3.57931781,4.43128204,1.66122794
4.40531063,4.7543211,1.77132392,4.21063137,1.24926448,1.97052336,2.73102283,2.75969458,1.61888337,1.7850585,4.36441422,5.04878807,2.19815111,0.93986148,2.0679009,1.45887673
3.1681056,4.92729473,2.78721523,5.35598421,1.34276175,2.25859213,0.76692927,3.79919529,0.58359969,4.16664648,3.89114547,3.03631806,1.69858634,3.22669244,1.25483513,1.06870437
3.67199492,2.2910285,1.79284453,2.76539183,3.76432061,3.30440664,3.42540598,2.17754221,4.17656136,1.64653897,2.73843622,1.66374779,4.19783115,4.51402044,4.33436441,2.25408697
2.29595804,0.6162982,1.66927123,3.94900203,4.37816095,5.46502638,4.26515245,3.3479476,1.72454834,1.30274189,2.52328181,1.04198909,3.50730324,2.80428219,4.01314211,1.93683231
4.43735409,2.55603886,4.8014822,1.37736487,5.11392498,0.85189766,0.91507524,2.49224997,3.97017646,1.10986495,2.82266545,2.19919276,1.59359813,3.09424114,3.58057833,2.37258482
2.40179086,2.75375056,1.84834981,3.83801579,1.27772868,0.81681144,3.67639971,4.44452381,2.12611294,3.83477879,3.07665062,4.37212133,5.40778923,2.97891402,1.18038702,1.81817698
2.91956306,3.74815416,5.06671095,0.688564,2.56309438,4.83142614,3.89435101,4.07276964,3.43436027,3.09292984,1.47342777,3.58883953,3.97320271,1.56806731,1.56374812,1.03584385
2.73647857,0.78447032,1.60672617,1.38394046,0.77769142,0.88298255,2.36131573,3.27321196,2.26869488,2.53426886,0.95491534,4.18969488,4.85332012,0.69916224,0.66025126,1.64182091
3.00459456,2.84812498,2.81427789,2.81744242,2.85725904,5.85149956,3.98649883,2.76172543,2.4875288,3.5100801,2.36633968,2.34117389,4.15251637,2.25256109,4.66043377,2.02876019
